dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders
1/3/2021,1,0,1,10,0,1,1,1,0.18,0.1667,0.43,0.2537,casual,11
1/3/2021,1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,casual,10
1/3/2021,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,casual,13
1/3/2021,1,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,casual,8
1/3/2021,1,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836,casual,11
1/3/2021,1,0,1,15,0,1,1,1,0.26,0.2424,0.3,0.2537,casual,14
1/3/2021,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,casual,9
1/3/2021,1,0,1,17,0,1,1,1,0.24,0.2273,0.3,0.2239,casual,11
1/3/2021,1,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,casual,9
1/3/2021,1,0,1,19,0,1,1,1,0.2,0.2576,0.47,0,casual,8
1/3/2021,1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,casual,3
1/3/2021,1,0,1,21,0,1,1,1,0.18,0.197,0.64,0.1343,casual,3
1/3/2021,1,0,1,22,0,1,1,1,0.14,0.1515,0.69,0.1343,casual,0
1/3/2021,1,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045,casual,1
1/4/2021,1,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,casual,0
1/4/2021,1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,casual,0
1/4/2021,1,0,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343,casual,0
1/4/2021,1,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,casual,0
1/4/2021,1,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,casual,0
1/4/2021,1,0,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045,casual,0
1/4/2021,1,0,1,7,0,2,1,1,0.12,0.1515,0.74,0.1343,casual,2
1/4/2021,1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,casual,2
1/4/2021,1,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,casual,2
1/4/2021,1,0,1,10,0,2,1,2,0.16,0.1364,0.69,0.3284,casual,5
1/4/2021,1,0,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985,casual,7
1/4/2021,1,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,casual,12
1/4/2021,1,0,1,13,0,2,1,1,0.24,0.2273,0.56,0.194,casual,18
1/4/2021,1,0,1,14,0,2,1,1,0.26,0.2576,0.52,0.2239,casual,9
1/4/2021,1,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,casual,17
1/4/2021,1,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,casual,15
1/4/2021,1,0,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,casual,10
1/4/2021,1,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.194,casual,3
1/4/2021,1,0,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045,casual,2
1/4/2021,1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,casual,1
1/4/2021,1,0,1,21,0,2,1,1,0.22,0.2727,0.64,0,casual,0
1/4/2021,1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,casual,1
1/4/2021,1,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,casual,2
1/5/2021,1,0,1,0,0,3,1,1,0.2,0.2576,0.64,0,casual,0
1/5/2021,1,0,1,1,0,3,1,1,0.16,0.197,0.74,0.0896,casual,0
1/5/2021,1,0,1,2,0,3,1,1,0.16,0.197,0.74,0.0896,casual,0
1/5/2021,1,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,casual,0
1/5/2021,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,casual,0
1/5/2021,1,0,1,6,0,3,1,1,0.2,0.197,0.47,0.2239,casual,0
1/5/2021,1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,casual,1
1/5/2021,1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,casual,3
1/5/2021,1,0,1,9,0,3,1,1,0.22,0.197,0.37,0.3284,casual,6
1/5/2021,1,0,1,10,0,3,1,1,0.22,0.197,0.37,0.3284,casual,4
1/5/2021,1,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,casual,12
1/5/2021,1,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,casual,5
1/5/2021,1,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,casual,6
1/5/2021,1,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.194,casual,10
1/5/2021,1,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.194,casual,7
1/5/2021,1,0,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896,casual,4
1/5/2021,1,0,1,17,0,3,1,1,0.24,0.2273,0.38,0.194,casual,4
1/5/2021,1,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343,casual,3
1/5/2021,1,0,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045,casual,5
1/5/2021,1,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642,casual,7
1/5/2021,1,0,1,21,0,3,1,1,0.2,0.197,0.51,0.194,casual,3
1/5/2021,1,0,1,22,0,3,1,1,0.18,0.197,0.55,0.1343,casual,1
1/5/2021,1,0,1,23,0,3,1,1,0.2,0.2576,0.47,0,casual,1
1/6/2021,1,0,1,0,0,4,1,1,0.18,0.2424,0.55,0,casual,0
1/6/2021,1,0,1,1,0,4,1,1,0.16,0.2273,0.64,0,casual,0
1/6/2021,1,0,1,2,0,4,1,1,0.16,0.2273,0.64,0,casual,0
1/6/2021,1,0,1,4,0,4,1,2,0.16,0.197,0.64,0.0896,casual,0
1/6/2021,1,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,casual,0
1/6/2021,1,0,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045,casual,0
1/6/2021,1,0,1,7,0,4,1,2,0.16,0.2273,0.59,0,casual,0
1/6/2021,1,0,1,8,0,4,1,1,0.16,0.2273,0.59,0,casual,3
1/6/2021,1,0,1,9,0,4,1,2,0.18,0.2424,0.51,0,casual,6
1/6/2021,1,0,1,10,0,4,1,1,0.2,0.2576,0.47,0,casual,3
1/6/2021,1,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,casual,2
1/6/2021,1,0,1,12,0,4,1,1,0.26,0.2879,0.35,0,casual,6
1/6/2021,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,casual,12
1/6/2021,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,casual,11
1/6/2021,1,0,1,15,0,4,1,1,0.28,0.2727,0.36,0,casual,8
1/6/2021,1,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,casual,12
1/6/2021,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,casual,9
1/6/2021,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,casual,5
1/6/2021,1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,casual,3
1/6/2021,1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,casual,3
1/6/2021,1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,casual,0
1/6/2021,1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,casual,1
1/6/2021,1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,casual,4
1/7/2021,1,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194,casual,4
1/7/2021,1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,casual,2
1/7/2021,1,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239,casual,0
1/7/2021,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,casual,0
1/7/2021,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0,casual,0
1/7/2021,1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0,casual,8
1/7/2021,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,casual,8
1/7/2021,1,0,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,casual,20
1/7/2021,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,casual,9
1/7/2021,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,casual,16
1/7/2021,1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,casual,19
1/7/2021,1,0,1,12,0,5,1,2,0.2,0.197,0.37,0.2537,casual,9
1/7/2021,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,casual,9
1/7/2021,1,0,1,14,0,5,1,2,0.2,0.197,0.4,0.2537,casual,7
1/7/2021,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,casual,9
1/7/2021,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,casual,5
1/7/2021,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0,casual,9
1/7/2021,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,casual,7
1/7/2021,1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,casual,3
1/7/2021,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,casual,1
1/7/2021,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,casual,0
1/7/2021,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,casual,2
1/7/2021,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,casual,1
1/8/2021,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,casual,1
1/8/2021,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,casual,1
1/8/2021,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0,casual,3
1/8/2021,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,casual,0
1/8/2021,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,casual,0
1/8/2021,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,casual,0
1/8/2021,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,casual,0
1/8/2021,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,casual,1
1/8/2021,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,casual,0
1/8/2021,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,casual,0
1/8/2021,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,casual,5
1/8/2021,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,casual,2
1/8/2021,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,casual,8
1/8/2021,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,casual,7
1/8/2021,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,casual,12
1/8/2021,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,casual,5
1/8/2021,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,casual,8
1/8/2021,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,casual,5
1/8/2021,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,casual,3
1/8/2021,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,casual,4
1/8/2021,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,casual,0
1/8/2021,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,casual,2
1/8/2021,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,casual,1
1/8/2021,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,casual,0
1/9/2021,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,casual,1
1/9/2021,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,casual,0
1/9/2021,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,casual,0
1/9/2021,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,casual,0
1/9/2021,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,casual,0
1/9/2021,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,casual,0
1/9/2021,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,casual,0
1/9/2021,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,casual,1
1/9/2021,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,casual,0
1/9/2021,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,casual,0
1/9/2021,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,casual,0
1/9/2021,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,casual,2
1/9/2021,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,casual,4
1/9/2021,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,casual,6
1/9/2021,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,casual,8
1/9/2021,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,casual,5
1/9/2021,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,casual,13
1/9/2021,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,casual,3
1/9/2021,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,casual,4
1/9/2021,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,casual,1
1/9/2021,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,casual,0
1/9/2021,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,casual,1
1/9/2021,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,casual,5
1/9/2021,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,casual,0
1/10/2021,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,casual,2
1/10/2021,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,casual,1
1/10/2021,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,casual,0
1/10/2021,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,casual,0
1/10/2021,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,casual,1
1/10/2021,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,casual,0
1/10/2021,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,casual,0
1/10/2021,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,casual,2
1/10/2021,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,casual,4
1/10/2021,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,casual,2
1/10/2021,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,casual,0
1/10/2021,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,casual,2
1/10/2021,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,casual,5
1/10/2021,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,casual,4
1/10/2021,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,casual,0
1/10/2021,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,casual,2
1/10/2021,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,casual,4
1/10/2021,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,casual,4
1/10/2021,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,casual,1
1/10/2021,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,casual,3
1/10/2021,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,casual,1
1/10/2021,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,casual,1
1/10/2021,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,casual,2
1/10/2021,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,casual,0
1/11/2021,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,casual,2
1/11/2021,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,casual,0
1/11/2021,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,casual,0
1/11/2021,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,casual,0
1/11/2021,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,casual,0
1/11/2021,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0,casual,2
1/11/2021,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,casual,3
1/11/2021,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,casual,3
1/11/2021,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,casual,3
1/11/2021,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,casual,4
1/11/2021,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,casual,2
1/11/2021,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,casual,6
1/11/2021,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,casual,3
1/11/2021,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,casual,2
1/11/2021,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,casual,4
1/11/2021,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,casual,6
1/11/2021,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,casual,1
1/11/2021,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0,casual,0
1/11/2021,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,casual,0
1/11/2021,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,casual,0
1/11/2021,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,casual,1
1/11/2021,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,casual,1
1/12/2021,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,casual,0
1/12/2021,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,casual,0
1/12/2021,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,casual,0
1/12/2021,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,casual,0
1/12/2021,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,casual,0
1/12/2021,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,casual,0
1/12/2021,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,casual,3
1/12/2021,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,casual,3
1/12/2021,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,casual,0
1/12/2021,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,casual,3
1/12/2021,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,casual,3
1/12/2021,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,casual,0
1/12/2021,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,casual,0
1/12/2021,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,casual,1
1/12/2021,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,casual,5
1/12/2021,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,casual,0
1/12/2021,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,casual,2
1/12/2021,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,casual,1
1/12/2021,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,casual,2
1/12/2021,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,casual,0
1/12/2021,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,casual,1
1/12/2021,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,casual,1
January-21,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,casual,1
1/13/2021,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,casual,0
1/13/2021,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,casual,0
1/13/2021,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,casual,0
1/13/2021,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,casual,0
1/13/2021,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,casual,0
1/13/2021,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,casual,0
1/13/2021,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,casual,0
1/13/2021,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,casual,5
1/13/2021,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,casual,2
1/13/2021,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,casual,2
1/13/2021,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,casual,4
1/13/2021,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,casual,3
1/13/2021,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,casual,2
1/13/2021,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,casual,3
1/13/2021,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,casual,5
1/13/2021,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,casual,2
1/13/2021,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,casual,4
1/13/2021,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,casual,3
1/13/2021,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,casual,1
1/13/2021,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,casual,0
1/13/2021,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,casual,0
1/13/2021,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,casual,0
1/13/2021,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,casual,1
1/14/2021,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,casual,0
1/14/2021,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,casual,0
1/14/2021,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,casual,0
1/14/2021,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,casual,0
